pin,taluk,city,state,isServiceable
322021,Sawaimadhopur,Sawai Madhopur,RAJASTHAN,true
322023,Bonli,Sawai Madhopur,RAJASTHAN,true
322024,Bonli,Sawai Madhopur,RAJASTHAN,true
322025,Khandar,Sawai Madhopur,RAJASTHAN,true
322026,Phalodi Quarry,Sawai Madhopur,RAJASTHAN,true
322027,Sawaimadhopur,Sawai Madhopur,RAJASTHAN,true
322028,Bamanwas,Sawai Madhopur,RAJASTHAN,true
322029,Sawaimadhopur,Sawai Madhopur,RAJASTHAN,true
322030,Bonli,Sawai Madhopur,RAJASTHAN,true
322033,Khandar,Sawai Madhopur,RAJASTHAN,true
322034,Sawaimadhopur,Sawai Madhopur,RAJASTHAN,true
322201,Bamanwas,Sawai Madhopur,RAJASTHAN,true
322202,Gangapur,Sawai Madhopur,RAJASTHAN,true
322203,Gangapur,Sawai Madhopur,RAJASTHAN,true
322204,Bamanwas,Sawai Madhopur,RAJASTHAN,true
322205,Gangapur,Sawai Madhopur,RAJASTHAN,true
322211,Bamanwas,Sawai Madhopur,RAJASTHAN,true
322212,Bamanwas,Sawai Madhopur,RAJASTHAN,true
322213,Nadoti,Karauli,RAJASTHAN,true
322214,Bamanwas,Sawai Madhopur,RAJASTHAN,true
322215,Bamanwas,Sawai Madhopur,RAJASTHAN,true
322216,Nadoti,Karauli,RAJASTHAN,true
322218,Sapotara,Karauli,RAJASTHAN,true
322219,Gangapur,Sawai Madhopur,RAJASTHAN,true
322220,Gangapur,Sawai Madhopur,RAJASTHAN,true
322230,Hindaun,Karauli,RAJASTHAN,true
322234,Hindaun,Karauli,RAJASTHAN,true
322236,Hindaun,Karauli,RAJASTHAN,true
322238,Todabhim,Karauli,RAJASTHAN,true
322240,Dausa,Dausa,RAJASTHAN,true
322241,Karauli,Karauli,RAJASTHAN,true
322242,Karauli,Karauli,RAJASTHAN,true
322243,Karaui,Karauli,RAJASTHAN,true
322249,Karauli,Karauli,RAJASTHAN,true
322251,Mandrail,Karauli,RAJASTHAN,true
322252,Hindaun,Karauli,RAJASTHAN,true
322254,Hindaun,Karauli,RAJASTHAN,true
322255,Karauli,Karauli,RAJASTHAN,true
322701,Chauth Ka Barwara,Sawai Madhopur,RAJASTHAN,true
322702,Chauth Ka Barwara,Sawai Madhopur,RAJASTHAN,true
322703,Chauth Ka Barwara,Sawai Madhopur,RAJASTHAN,true
322704,Chauth Ka Barwara,Sawai Madhopur,RAJASTHAN,true
323001,Bundi,Bundi,RAJASTHAN,true
323021,Bundi,Bundi,RAJASTHAN,true
323022,Bundi,Bundi,RAJASTHAN,true
323023,Bundi,Bundi,RAJASTHAN,true
323024,Bundi,Bundi,RAJASTHAN,true
323025,Bundi,Bundi,RAJASTHAN,true
323301,Bundi,Bundi,RAJASTHAN,true
323302,Bundi,Bundi,RAJASTHAN,true
323303,Rawatbhata,Chittorgarh,RAJASTHAN,true
323304,Bhensrorgarh,Chittorgarh,RAJASTHAN,true
323305,Rawatbhata,Chittorgarh,RAJASTHAN,true
323306,Rawabhatta,Chittorgarh,RAJASTHAN,true
323307,Rawatbhata,Chittorgarh,RAJASTHAN,true
323601,Bundi,Bundi,RAJASTHAN,true
323602,Bundi,Bundi,RAJASTHAN,true
323603,Bundi,Bundi,RAJASTHAN,true
323613,Bundi,Bundi,RAJASTHAN,true
323614,Bundi,Bundi,RAJASTHAN,true
323615,Bundi,Bundi,RAJASTHAN,true
323616,Bundi,Bundi,RAJASTHAN,true
323801,Bundi,Bundi,RAJASTHAN,true
323802,Bundi,Bundi,RAJASTHAN,true
323803,Bundi,Bundi,RAJASTHAN,true
324001,Kota,Kota,RAJASTHAN,true
324002,Kota,Kota,RAJASTHAN,true
324003,Kota,Kota,RAJASTHAN,true
324004,Kota,Kota,RAJASTHAN,true
324005,Kota,Kota,RAJASTHAN,true
324006,Kota,Kota,RAJASTHAN,true
324007,Kota,Kota,RAJASTHAN,true
324008,Kota,Kota,RAJASTHAN,true
324009,,Kota,RAJASTHAN,true
324010,Kota,Kota,RAJASTHAN,true
325001,Kota,Kota,RAJASTHAN,true
325003,Kota,Kota,RAJASTHAN,true
325004,Kota,Kota,RAJASTHAN,true
325009,Kota,Kota,RAJASTHAN,true
325201,Kota,Kota,RAJASTHAN,true
325202,Baran,Baran,RAJASTHAN,true
325203,Kota,Kota,RAJASTHAN,true
325204,Digod,Kota,RAJASTHAN,true
325205,Baran,Baran,RAJASTHAN,true
325206,Kota,Baran,RAJASTHAN,true
325207,Jhalawar,Baran,RAJASTHAN,true
325208,Kota,Kota,RAJASTHAN,true
325209,Baran,Baran,RAJASTHAN,true
325214,Baran,Kota,RAJASTHAN,true
325215,Baran,Baran,RAJASTHAN,true
325216,Baran,Baran,RAJASTHAN,true
325217,Baran,Baran,RAJASTHAN,true
325218,Baran,Baran,RAJASTHAN,true
325219,Baran,Baran,RAJASTHAN,true
325220,Baran,Baran,RAJASTHAN,true
325221,Baran,Baran,RAJASTHAN,true
325222,Baran,Baran,RAJASTHAN,true
325223,Baran,Baran,RAJASTHAN,true
325601,Kota,Kota,RAJASTHAN,true
325602,Kota,Kota,RAJASTHAN,true
326001,Jhalawar,Jhalawar,RAJASTHAN,true
326021,Jhalawar,Jhalawar,RAJASTHAN,true
326022,Jhalawar,Jhalawar,RAJASTHAN,true
326023,Jhalawar,Jhalawar,RAJASTHAN,true
326033,Jhalawar,Jhalawar,RAJASTHAN,true
326034,Jhalawar,Jhalawar,RAJASTHAN,true
326035,Jhalawar,Jhalawar,RAJASTHAN,true
326036,Jhalawar,Jhalawar,RAJASTHAN,true
326037,Jhalawar,Jhalawar,RAJASTHAN,true
326038,Jhalawar,Jhalawar,RAJASTHAN,true
326039,Jhalawar,Jhalawar,RAJASTHAN,true
326501,Jhalawar,Chittorgarh,RAJASTHAN,true
326502,Jhalawar,Jhalawar,RAJASTHAN,true
326512,Jhalawar,Jhalawar,RAJASTHAN,true
326513,Jhalawar,Jhalawar,RAJASTHAN,true
326514,Jhalawar,Jhalawar,RAJASTHAN,true
326515,Jhalawar,Jhalawar,RAJASTHAN,true
326516,Jhalawar,Jhalawar,RAJASTHAN,true
326517,Kota,Jhalawar,RAJASTHAN,true
326518,Kota,Kota,RAJASTHAN,true
326519,Kota,Kota,RAJASTHAN,true
326520,Kota,Kota,RAJASTHAN,true
326529,Kota,Kota,RAJASTHAN,true
326530,Kota,Kota,RAJASTHAN,true
327001,Banswara,Banswara,RAJASTHAN,true
327021,Banswara,Banswara,RAJASTHAN,true
327022,Banswara,Banswara,RAJASTHAN,true
327023,Banswara,Banswara,RAJASTHAN,true
327024,Banswara,Banswara,RAJASTHAN,true
327025,Banswara,Banswara,RAJASTHAN,true
327026,Banswara,Banswara,RAJASTHAN,true
327027,Banswara,Banswara,RAJASTHAN,true
327031,Banswara,Banswara,RAJASTHAN,true
327032,Banswara,Banswara,RAJASTHAN,true
327034,Banswara,Banswara,RAJASTHAN,true
327601,Banswara,Banswara,RAJASTHAN,true
327602,Banswara,Banswara,RAJASTHAN,true
327603,Banswara,Banswara,RAJASTHAN,true
327604,Banswara,Banswara,RAJASTHAN,true
327605,Banswara,Banswara,RAJASTHAN,true
327606,Banswara,Banswara,RAJASTHAN,true
327801,Banswara,Banswara,RAJASTHAN,true
328001,Dholpur,Dholpur,RAJASTHAN,true
328021,Bari,Dholpur,RAJASTHAN,true
328022,Baresei,Dholpur,RAJASTHAN,true
328023,Saipau,Dholpur,RAJASTHAN,true
328024,Dholpur,Dholpur,RAJASTHAN,true
328025,Rajakhera,Dholpur,RAJASTHAN,true
328026,Baresei,Dholpur,RAJASTHAN,true
328027,Saipau,Dholpur,RAJASTHAN,true
328028,Dholpur,Dholpur,RAJASTHAN,true
328029,Rajakhera,Dholpur,RAJASTHAN,true
328030,Dholpur,Dholpur,RAJASTHAN,true
328031,Baresei,Dholpur,RAJASTHAN,true
328041,Bari,Dholpur,RAJASTHAN,true
331001,Churu,Churu,RAJASTHAN,true
331021,Churu,Churu,RAJASTHAN,true
331022,Churu,Churu,RAJASTHAN,true
331023,Rajgarh,Churu,RAJASTHAN,true
331024,Fatehpur,Sikar,RAJASTHAN,true
331025,Jhunjhunu,Jhujhunu,RAJASTHAN,true
331026,Alsisar,Jhujhunu,RAJASTHAN,true
331027,Jhunjhunu,Jhujhunu,RAJASTHAN,true
331028,Alsisar,Jhujhunu,RAJASTHAN,true
331029,Churu,Churu,RAJASTHAN,true
331030,Jhunjhunu,Jhujhunu,RAJASTHAN,true
331031,Churu,Churu,RAJASTHAN,true
331301,Sadulpur,Churu,RAJASTHAN,true
331302,Taranagar,Churu,RAJASTHAN,true
331303,Sadulpur,Churu,RAJASTHAN,true
331304,Taranagar,Churu,RAJASTHAN,true
331305,Sadulpur,Churu,RAJASTHAN,true
331402,Sardarshahar,Churu,RAJASTHAN,true
331403,Sardarshahar,Churu,RAJASTHAN,true
331411,Sardarshahar,Churu,RAJASTHAN,true
331501,Ratangarh,Churu,RAJASTHAN,true
331502,Sujangarh,Churu,RAJASTHAN,true
331503,Ratangarh,Churu,RAJASTHAN,true
331504,Ratangarh,Churu,RAJASTHAN,true
331505,Ratangarh,Churu,RAJASTHAN,true
331506,Sujangarh,Churu,RAJASTHAN,true
331507,Sujangarh,Churu,RAJASTHAN,true
331517,Sujangarh,Churu,RAJASTHAN,true
331518,Sujangarh,Churu,RAJASTHAN,true
331701,Sadulpur,Churu,RAJASTHAN,true
331801,Biakner,Bikaner,RAJASTHAN,true
331802,Ratangarh,Churu,RAJASTHAN,true
331803,Bikaner,Bikaner,RAJASTHAN,true
331811,Bikaner,Bikaner,RAJASTHAN,true
332001,Sikar,Sikar,RAJASTHAN,true
332002,Sikar,Sikar,RAJASTHAN,true
332021,Sikar,Sikar,RAJASTHAN,true
332023,Sikar,Sikar,RAJASTHAN,true
332024,Sikar,Sikar,RAJASTHAN,true
332025,Sikar,Sikar,RAJASTHAN,true
332026,Lachhmangarh,Sikar,RAJASTHAN,true
332027,Sikar,Sikar,RAJASTHAN,true
332028,Sikar,Sikar,RAJASTHAN,true
332029,Sikar,Sikar,RAJASTHAN,true
332030,Sikar,Sikar,RAJASTHAN,true
332031,Sikar,Sikar,RAJASTHAN,true
332041,Sikar,Sikar,RAJASTHAN,true
332042,Sikar,Sikar,RAJASTHAN,true
332301,Fatehpur,Sikar,RAJASTHAN,true
332302,Fatehpur,Sikar,RAJASTHAN,true
332303,Fatehpur,Sikar,RAJASTHAN,true
332304,Fatehpur,Sikar,RAJASTHAN,true
332305,Fatehpur,Sikar,RAJASTHAN,true
332307,Fatehpur,Sikar,RAJASTHAN,true
332311,Fatehpur,Sikar,RAJASTHAN,true
332312,Sikar,Sikar,RAJASTHAN,true
332315,Fatehpur,Sikar,RAJASTHAN,true
332316,Fatehpur Shekhawati,Sikar,RAJASTHAN,true
332317,Fatehpur,Sikar,RAJASTHAN,true
332318,Fatehpur,Sikar,RAJASTHAN,true
332401,Fatehpur,Sikar,RAJASTHAN,true
332402,Danta Ramgarh,Sikar,RAJASTHAN,true
332403,Sikar,Sikar,RAJASTHAN,true
332404,Sri Madhopur,Sikar,RAJASTHAN,true
332405,Sikar,Sikar,RAJASTHAN,true
332406,Sikar,Sikar,RAJASTHAN,true
332411,Srimadhopur,Sikar,RAJASTHAN,true
332601,Danta Ramgarh,Sikar,RAJASTHAN,true
332602,Danta Ramgarh,Sikar,RAJASTHAN,true
332603,Srimadhopur,Sikar,RAJASTHAN,true
332701,Neem-Ka-Thana,Sikar,RAJASTHAN,true
332702,Srimadhopur,Sikar,RAJASTHAN,true
332703,Danta Ramgarh,Sikar,RAJASTHAN,true
332705,Neem-Ka-Thana,Sikar,RAJASTHAN,true
332706,Nimkathana,Sikar,RAJASTHAN,true
332707,Nimkathana,Sikar,RAJASTHAN,true
332708,Nimkathana,Sikar,RAJASTHAN,true
332709,Nimkathana,Sikar,RAJASTHAN,true
332710,Danta Ramgarh,Sikar,RAJASTHAN,true
332711,Nimkathana,Sikar,RAJASTHAN,true
332712,Sri Madhopur,Sikar,RAJASTHAN,true
332713,Neem-Ka-Thana,Sikar,RAJASTHAN,true
332714,Nimkathana,Sikar,RAJASTHAN,true
332715,Nimkathana,Sikar,RAJASTHAN,true
332716,Khetri,Jhujhunu,RAJASTHAN,true
332718,Nimkathana,Sikar,RAJASTHAN,true
332719,Nimkathana,Sikar,RAJASTHAN,true
332721,Nimkathana,Sikar,RAJASTHAN,true
332722,Sri Madhopur,Sikar,RAJASTHAN,true
332742,Srimadhopur,Sikar,RAJASTHAN,true
332746,Khetri,Jhujhunu,RAJASTHAN,true
333001,Jhunjhunu,Jhujhunu,RAJASTHAN,true
333011,Alsisar,Jhujhunu,RAJASTHAN,true
333012,Udaiplurwati,Jhujhunu,RAJASTHAN,true
333021,Jhunjhunu,Jhujhunu,RAJASTHAN,true
333022,Udaipurwati,Jhujhunu,RAJASTHAN,true
333023,Chirawa,Jhujhunu,RAJASTHAN,true
333024,Chirawa,Jhujhunu,RAJASTHAN,true
333025,Chirawa,Jhujhunu,RAJASTHAN,true
333026,Chirawa,Jhujhunu,RAJASTHAN,true
333027,Chirawa,Jhujhunu,RAJASTHAN,true
333028,Chirawa,Jhujhunu,RAJASTHAN,true
333029,Chirawa,Jhujhunu,RAJASTHAN,true
333030,Chirawa,Jhujhunu,RAJASTHAN,true
333031,Buhana,Jhujhunu,RAJASTHAN,true
333032,Udaipurwati,Jhujhunu,RAJASTHAN,true
333033,Chirawa,Jhujhunu,RAJASTHAN,true
333034,Buhana,Jhujhunu,RAJASTHAN,true
333035,Chirawa,Jhujhunu,RAJASTHAN,true
333036,Khetri,Jhujhunu,RAJASTHAN,true
333041,Jhunjhunu,Jhujhunu,RAJASTHAN,true
333042,Nawalgarh,Jhujhunu,RAJASTHAN,true
333053,Khetri,Jhujhunu,RAJASTHAN,true
333302,Udail;urwati,Jhujhunu,RAJASTHAN,true
333303,Nawalgarh,Jhujhunu,RAJASTHAN,true
333304,Nawalgarh,Jhujhunu,RAJASTHAN,true
333305,Nawalgarh,Jhujhunu,RAJASTHAN,true
333307,Udailpurwati,Jhujhunu,RAJASTHAN,true
333308,Nawalgarh,Jhujhunu,RAJASTHAN,true
333501,Khetri,Jhujhunu,RAJASTHAN,true
333502,Buhana,Jhujhunu,RAJASTHAN,true
333503,Khetri,Jhujhunu,RAJASTHAN,true
333504,Khetri,Jhujhunu,RAJASTHAN,true
333514,Khetri,Jhujhunu,RAJASTHAN,true
333515,Buhana,Jhujhunu,RAJASTHAN,true
333516,Buhaana,Jhujhunu,RAJASTHAN,true
333701,Jhunjhunun,Jhujhunu,RAJASTHAN,true
333702,Nawlgarh,Jhujhunu,RAJASTHAN,true
333704,Jhunjhunu,Jhujhunu,RAJASTHAN,true
333705,Nawalgarh,Jhujhunu,RAJASTHAN,true
333707,Nawalgarh,Jhujhunu,RAJASTHAN,true
333801,Udaipurwati,Jhujhunu,RAJASTHAN,true
334001,Bikaner,Bikaner,RAJASTHAN,true
334003,Bikaner,Bikaner,RAJASTHAN,true
334004,Bikaner,Bikaner,RAJASTHAN,true
334006,Bikaner,Bikaner,RAJASTHAN,true
334021,Bikaner,Bikaner,RAJASTHAN,true
334022,Bikaner,Bikaner,RAJASTHAN,true
334023,Bikaner,Bikaner,RAJASTHAN,true
334201,Biakner,Bikaner,RAJASTHAN,true
334202,Bikaner,Bikaner,RAJASTHAN,true
334302,Bikaner,Bikaner,RAJASTHAN,true
334303,Bikaner,Bikaner,RAJASTHAN,true
334305,Bikaner,Bikaner,RAJASTHAN,true
334401,Bikaner,Bikaner,RAJASTHAN,true
334402,Bikaner,Bikaner,RAJASTHAN,true
334403,Bikaner,Bikaner,RAJASTHAN,true
334601,Bikaner,Bikaner,RAJASTHAN,true
334602,Bikaner,Bikaner,RAJASTHAN,true
334603,Biakner,Bikaner,RAJASTHAN,true
334604,Biakner,Bikaner,RAJASTHAN,true
334801,Bikaner,Bikaner,RAJASTHAN,true
334802,Bikaner,Bikaner,RAJASTHAN,true
334803,Bikaner,Bikaner,RAJASTHAN,true
334804,Biakner,Bikaner,RAJASTHAN,true
334808,Bikaner,Bikaner,RAJASTHAN,true
335001,Anupgarh,Ganganagar,RAJASTHAN,true
335002,Sadulsahar,Ganganagar,RAJASTHAN,true
335021,Raisinghnagar,Ganganagar,RAJASTHAN,true
335022,Sriganganagar,Ganganagar,RAJASTHAN,true
335023,Kesrisinghpur,Ganganagar,RAJASTHAN,true
335024,Gajsinghpur,Ganganagar,RAJASTHAN,true
335025,Sadulsahar,Ganganagar,RAJASTHAN,true
335027,Kesrisinghpur,Ganganagar,RAJASTHAN,true
335037,Sadulshahar,Ganganagar,RAJASTHAN,true
335038,Srigaganagar,Ganganagar,RAJASTHAN,true
335039,Raisinghnagar,Ganganagar,RAJASTHAN,true
335040,Padampur,Ganganagar,RAJASTHAN,true
335041,Padampur,Ganganagar,RAJASTHAN,true
335051,Raisinghnagar,Ganganagar,RAJASTHAN,true
335061,Padampur,Ganganagar,RAJASTHAN,true
335062,Sadulshahar,Ganganagar,RAJASTHAN,true
335063,Sangari,Hanumangarh,RAJASTHAN,true
335064,Hanumangarh,Hanumangarh,RAJASTHAN,true
335065,Suratgarh,Ganganagar,RAJASTHAN,true
335073,Srikaranpur,Ganganagar,RAJASTHAN,true
335501,Bhadra,Hanumangarh,RAJASTHAN,true
335502,Bhadra,Hanumangarh,RAJASTHAN,true
335503,Bhadra,Hanumangarh,RAJASTHAN,true
335504,Nohar,Hanumangarh,RAJASTHAN,true
335511,Bhadra,Hanumangarh,RAJASTHAN,true
335512,Hanumangarh,Hanumangarh,RAJASTHAN,true
335513,Hanumangarh,Hanumangarh,RAJASTHAN,true
335523,Nohar,Hanumangarh,RAJASTHAN,true
335524,Rawatsar,Hanumangarh,RAJASTHAN,true
335525,Bhadra,Hanumangarh,RAJASTHAN,true
335526,Tibbi,Hanumangarh,RAJASTHAN,true
335701,Anupgarh,Ganganagar,RAJASTHAN,true
335702,Sribijaynagar,Ganganagar,RAJASTHAN,true
335703,Anoopgarh,Ganganagar,RAJASTHAN,true
335704,Sribijaynagar,Ganganagar,RAJASTHAN,true
335705,Suratgarh,Ganganagar,RAJASTHAN,true
335707,Gharsana,Ganganagar,RAJASTHAN,true
335711,Gharsana,Ganganagar,RAJASTHAN,true
335801,Bhadra,Hanumangarh,RAJASTHAN,true
335802,Hanumangarh,Hanumangarh,RAJASTHAN,true
335803,Pilibangan,Hanumangarh,RAJASTHAN,true
335804,Suratgarh,Ganganagar,RAJASTHAN,true
335805,Suratgarh,Ganganagar,RAJASTHAN,true
335901,Kesrisinghpur,Ganganagar,RAJASTHAN,true
341001,Nagaur,Nagaur,RAJASTHAN,true
341021,Nagaur,Nagaur,RAJASTHAN,true
341022,Nagaur,Nagaur,RAJASTHAN,true
341023,Jael,Nagaur,RAJASTHAN,true
341024,Mundwa,Nagaur,RAJASTHAN,true
341025,Khinwsar,Nagaur,RAJASTHAN,true
341026,Marwar Mundwa,Nagaur,RAJASTHAN,true
341027,Nagaur,Nagaur,RAJASTHAN,true
341028,Mundwa,Nagaur,RAJASTHAN,true
341029,Nagaur,Nagaur,RAJASTHAN,true
341030,Nagaur,Nagaur,RAJASTHAN,true
341031,Merta,Nagaur,RAJASTHAN,true
341301,Degana,Nagaur,RAJASTHAN,true
341302,Degana,Nagaur,RAJASTHAN,true
341303,Didwana,Nagaur,RAJASTHAN,true
341304,Didwana,Nagaur,RAJASTHAN,true
341305,Didwana,Nagaur,RAJASTHAN,true
341306,Ladnun,Nagaur,RAJASTHAN,true
341316,Ladnun,Nagaur,RAJASTHAN,true
341317,Didwana,Nagaur,RAJASTHAN,true
341318,Degana,Nagaur,RAJASTHAN,true
341319,Degana,Nagaur,RAJASTHAN,true
341501,Degana,Nagaur,RAJASTHAN,true
341502,Makrana,Nagaur,RAJASTHAN,true
341503,Degana,Nagaur,RAJASTHAN,true
341504,Degana,Nagaur,RAJASTHAN,true
341505,MAKRANA,Nagaur,RAJASTHAN,true
341506,Didwana,Nagaur,RAJASTHAN,true
341507,Makrana,Nagaur,RAJASTHAN,true
341508,Degana,Nagaur,RAJASTHAN,true
341509,Nawacity,Nagaur,RAJASTHAN,true
341510,Merta,Nagaur,RAJASTHAN,true
341511,Merta,Nagaur,RAJASTHAN,true
341512,Parbatsar,Nagaur,RAJASTHAN,true
341513,Merta,Nagaur,RAJASTHAN,true
341514,Merta,Nagaur,RAJASTHAN,true
341515,Degana,Nagaur,RAJASTHAN,true
341516,Didwana,Nagaur,RAJASTHAN,true
341517,Ladnun,Nagaur,RAJASTHAN,true
341518,Merta,Nagaur,RAJASTHAN,true
341519,Nawacity,Nagaur,RAJASTHAN,true
341520,Degana,Nagaur,RAJASTHAN,true
341533,Didwana,Nagaur,RAJASTHAN,true
341542,Parbatsar,Nagaur,RAJASTHAN,true
341551,Didwana,Nagaur,RAJASTHAN,true
342001,Jodhpur,Jodhpur,RAJASTHAN,true
342003,Jodhpur,Jodhpur,RAJASTHAN,true
342005,Jodhpur,Jodhpur,RAJASTHAN,true
342006,Jodhpur,Jodhpur,RAJASTHAN,true
342007,Jodhpur,Jodhpur,RAJASTHAN,true
342008,Jodhpur,Jodhpur,RAJASTHAN,true
342011,Jodhpur,Jodhpur,RAJASTHAN,true
342012,,Jodhpur,RAJASTHAN,true
342013,Jodhpur,Jodhpur,RAJASTHAN,true
342014,Jodhpur,Jodhpur,RAJASTHAN,true
342015,Banar,Jodhpur,RAJASTHAN,true
342021,Setrawa,Jodhpur,RAJASTHAN,true
342022,Jodhpur,Jodhpur,RAJASTHAN,true
342023,Balesar,Jodhpur,RAJASTHAN,true
342024,Jodhpur,Jodhpur,RAJASTHAN,true
342025,Jodhpur,Jodhpur,RAJASTHAN,true
342026,Jodhpur,Jodhpur,RAJASTHAN,true
342027,Banar,Jodhpur,RAJASTHAN,true
342028,Jodhpur,Jodhpur,RAJASTHAN,true
342037,Jodhpur,Jodhpur,RAJASTHAN,true
342301,Jodhpur,Jodhpur,RAJASTHAN,true
342302,Lohawat,Jodhpur,RAJASTHAN,true
342303,Jodhpur,Jodhpur,RAJASTHAN,true
342304,Jodhpur,Jodhpur,RAJASTHAN,true
342305,Jodhpur,Jodhpur,RAJASTHAN,true
342306,Jodhpur,Jodhpur,RAJASTHAN,true
342307,Bap,Jodhpur,RAJASTHAN,true
342308,Jodhpur,Jodhpur,RAJASTHAN,true
342309,Jodhpur,Jodhpur,RAJASTHAN,true
342310,Jaisalmer,Jaisalmer,RAJASTHAN,true
342311,Aau,Jodhpur,RAJASTHAN,true
342312,Chadi,Jodhpur,RAJASTHAN,true
342314,Dechu,Jodhpur,RAJASTHAN,true
342601,Jodhpur,Jodhpur,RAJASTHAN,true
342602,Bilara,Jodhpur,RAJASTHAN,true
342603,Bhopalgarh,Jodhpur,RAJASTHAN,true
342604,Bilara,Jodhpur,RAJASTHAN,true
342605,Bhavi,Jodhpur,RAJASTHAN,true
342606,Bhopalgarh,Jodhpur,RAJASTHAN,true
342801,Dunara,Jodhpur,RAJASTHAN,true
342802,Jodhpur,Jodhpur,RAJASTHAN,true
342901,Aau,Jodhpur,RAJASTHAN,true
342902,Merta,Nagaur,RAJASTHAN,true
343001,Jalor,Jalor,RAJASTHAN,true
343002,,Jalor,RAJASTHAN,true
343021,Jalor,Jalor,RAJASTHAN,true
343022,Sayla,Jalor,RAJASTHAN,true
343023,,Jalor,RAJASTHAN,true
343024,Bagra,Jalor,RAJASTHAN,true
343025,Jalor,Jalor,RAJASTHAN,true
343027,Sanchore,Jalor,RAJASTHAN,true
343028,Bhinmal,Jalor,RAJASTHAN,true
343029,Bhinmal,Jalor,RAJASTHAN,true
343030,Bhinmal,Jalor,RAJASTHAN,true
343032,Bagora,Jalor,RAJASTHAN,true
343039,Bhinmal,Jalor,RAJASTHAN,true
343040,Raniwara,Jalor,RAJASTHAN,true
343041,Sanchore,Jalor,RAJASTHAN,true
343042,Jalor,Jalor,RAJASTHAN,true
343048,Sanchore,Jalor,RAJASTHAN,true
343049,Bhinmal,Jalor,RAJASTHAN,true
344001,Barmer,Barmer,RAJASTHAN,true
344011,Bishala,Barmer,RAJASTHAN,true
344012,Ranigaon,Barmer,RAJASTHAN,true
344021,Samdari,Barmer,RAJASTHAN,true
344022,Balotra,Barmer,RAJASTHAN,true
344024,Jasol,Barmer,RAJASTHAN,true
344025,Mewanagar,Barmer,RAJASTHAN,true
344026,Kalyanpur,Barmer,RAJASTHAN,true
344027,P;arlu,Barmer,RAJASTHAN,true
344031,Gudamalani,Barmer,RAJASTHAN,true
344032,Pachpadra City,Barmer,RAJASTHAN,true
344033,Sindhari,Barmer,RAJASTHAN,true
344034,Baitu,Barmer,RAJASTHAN,true
344035,Barmer,Barmer,RAJASTHAN,true
344037,Swau Padamsingh,Barmer,RAJASTHAN,true
344043,Mokalsar,Barmer,RAJASTHAN,true
344044,Siwana,Barmer,RAJASTHAN,true
344501,Gadra Road,Barmer,RAJASTHAN,true
344502,Ramsar,Barmer,RAJASTHAN,true
344701,Gunga,Barmer,RAJASTHAN,true
344702,Chohtan,Barmer,RAJASTHAN,true
344703,Rawatsar,Barmer,RAJASTHAN,true
344704,Dhorimana,Barmer,RAJASTHAN,true
344705,Gunga,Barmer,RAJASTHAN,true
344706,Sedwa,Barmer,RAJASTHAN,true
344708,Dhorimana,Barmer,RAJASTHAN,true
344801,Padru,Barmer,RAJASTHAN,true
345001,Bilara,Jodhpur,RAJASTHAN,true
345021,Jaisalmer,Jaisalmer,RAJASTHAN,true
345022,Jaisalmer,Jaisalmer,RAJASTHAN,true
345023,Pokaran,Jaisalmer,RAJASTHAN,true
345024,Jaisalmer,Jaisalmer,RAJASTHAN,true
345025,Jaisalmer,Jaisalmer,RAJASTHAN,true
345026,Jaisalmer,Jaisalmer,RAJASTHAN,true
345027,Fatehgarh,Jaisalmer,RAJASTHAN,true
345028,Jaisalmer,Jaisalmer,RAJASTHAN,true
345031,Jaisalmer,Jaisalmer,RAJASTHAN,true
345033,Jaisalmer,Jaisalmer,RAJASTHAN,true
345034,Jaisalmer,Jaisalmer,RAJASTHAN,true
360001,Rajkot,Rajkot,GUJARAT,true
360002,Rajkot,Rajkot,GUJARAT,true
360003,Rajkot,Rajkot,GUJARAT,true
360004,Rajkot,Rajkot,GUJARAT,true
360005,Rajkot,Rajkot,GUJARAT,true
360006,Rajkot,Rajkot,GUJARAT,true
360007,Rajkot,Rajkot,GUJARAT,true
360020,Rajkot,Rajkot,GUJARAT,true
360021,Lodhika,Rajkot,GUJARAT,true
360022,Rajkot,Rajkot,GUJARAT,true
360023,Rajkot,Rajkot,GUJARAT,true
360024,Kotda Sangani,Rajkot,GUJARAT,true
360025,Jasdan,Rajkot,GUJARAT,true
360030,Kotda,Rajkot,GUJARAT,true
360035,Lodhika,Rajkot,GUJARAT,true
360040,Jasdan,Rajkot,GUJARAT,true
360050,Jasdan,Rajkot,GUJARAT,true
360055,Jasdan,Rajkot,GUJARAT,true
360060,Jasdan,Rajkot,GUJARAT,true
360070,Gondal,Rajkot,GUJARAT,true
360110,Dhrol,Rajkot,GUJARAT,true
360311,Gondal,Rajkot,GUJARAT,true
360320,Gondal,Rajkot,GUJARAT,true
360330,Gondal,Rajkot,GUJARAT,true
360360,Dhoraji,Rajkot,GUJARAT,true
360370,Dhoraji,Rajkot,GUJARAT,true
360375,Jetpur,Rajkot,GUJARAT,true
360380,Jetpur,Rajkot,GUJARAT,true
360405,Jamkandorna,Rajkot,GUJARAT,true
360410,Dhoraji,Rajkot,GUJARAT,true
360421,Dhoraji,Rajkot,GUJARAT,true
360430,Dhoraji,Rajkot,GUJARAT,true
360440,Dhoraji,Rajkot,GUJARAT,true
